Interaction_ID,Interaction_Type,Interaction_Outcome,Follow_Up_Required,Interaction_Channel,Follow_Up_Date,Customer_ID,Agent_ID
9944,In-Person,In-Progress,Yes,Web Chat,N/A,3138,9397
5026,Phone,Resolved,No,Email,N/A,7920,5793
4786,Chat,Resolved,No,Web Chat,N/A,7267,5666
4910,Chat,Escalated,No,In-Person,10/16/2024,9045,8717
6273,Chat,In-Progress,Yes,Call,N/A,7288,7528
6873,Email,Escalated,No,Web Chat,N/A,3480,7957
6050,In-Person,Resolved,No,In-Person,N/A,5259,1538
9404,Chat,Pending,Yes,Web Chat,N/A,4789,9613
9176,In-Person,Escalated,Yes,Call,10/14/2024,9167,1637
8173,Email,Pending,No,Email,N/A,6459,6258
8583,Email,Resolved,No,In-Person,10/13/2024,4781,4472
7483,In-Person,Escalated,No,Email,N/A,9117,8898
3773,In-Person,Escalated,Yes,Call,10/22/2024,7890,3958
9304,Phone,Resolved,Yes,Email,N/A,6771,1205
8069,In-Person,In-Progress,No,Web Chat,N/A,3705,9448
7235,Chat,Pending,No,Call,10/26/2024,7824,2907
5269,Chat,Pending,Yes,Call,N/A,9971,5845
8782,Email,Resolved,Yes,Web Chat,N/A,5810,6526
4904,Email,Escalated,No,Web Chat,11/5/2024,3636,5953
6183,Email,Pending,No,Email,N/A,5988,4641
8929,In-Person,Escalated,No,Call,N/A,4959,7301
2079,In-Person,Pending,Yes,In-Person,10/14/2024,6451,9999
5723,Phone,Escalated,No,In-Person,11/2/2024,4881,1181
6701,Phone,Resolved,No,In-Person,N/A,5850,1269
4347,In-Person,Escalated,No,Email,11/3/2024,4661,3754
4421,Phone,Resolved,Yes,Email,N/A,9495,4805
9290,Phone,In-Progress,Yes,Call,N/A,3937,2495
3339,Chat,Resolved,Yes,Email,N/A,4515,3753
2391,Email,Pending,Yes,Call,10/30/2024,8002,5194
9332,Phone,Resolved,Yes,In-Person,N/A,4899,1491
2580,In-Person,Pending,Yes,Call,10/28/2024,4127,5927
3602,Chat,Resolved,No,Web Chat,N/A,8928,9523
7291,In-Person,In-Progress,No,Email,N/A,6638,6065
5032,Phone,Pending,Yes,Call,10/30/2024,5641,7920
4621,Chat,Escalated,Yes,In-Person,N/A,6746,9418
7764,Phone,Resolved,No,Email,N/A,9291,4079
9983,In-Person,Escalated,No,Call,10/22/2024,4835,6805
4831,Chat,Pending,Yes,In-Person,N/A,9074,3897
6066,Email,In-Progress,No,Email,10/21/2024,5794,1998
8161,Chat,Escalated,No,In-Person,11/7/2024,9193,8317
8635,In-Person,Escalated,No,Email,10/12/2024,3903,8289
6933,In-Person,In-Progress,Yes,Call,N/A,7955,1064
6376,Chat,Escalated,No,Call,N/A,7068,7250
9879,In-Person,Escalated,No,Call,11/5/2024,6538,1945
7089,Email,Resolved,Yes,Email,10/15/2024,6374,7469
5155,In-Person,Escalated,Yes,Email,N/A,7428,4656
4533,In-Person,Escalated,Yes,In-Person,11/1/2024,9804,9828
6135,In-Person,Escalated,Yes,Email,10/9/2024,6680,3586
3087,Phone,Pending,Yes,In-Person,10/11/2024,9756,2354
3838,Email,Pending,Yes,In-Person,10/25/2024,4395,2921
7556,Phone,Pending,Yes,In-Person,N/A,3996,6549
2796,Email,Escalated,Yes,Web Chat,N/A,8252,6351
2229,Chat,In-Progress,No,Call,10/17/2024,8004,4843
3726,Email,Pending,Yes,Web Chat,N/A,4881,1719
6348,Email,Pending,Yes,In-Person,10/13/2024,5256,7508
8846,Chat,Pending,Yes,Email,10/31/2024,4616,6420
9289,Email,In-Progress,No,Email,10/18/2024,6210,5173
2233,Email,In-Progress,Yes,In-Person,10/25/2024,7665,4120
2017,Email,Pending,Yes,In-Person,N/A,4424,3468
7307,Chat,Pending,Yes,Call,N/A,7980,9779
7551,Phone,Pending,No,In-Person,10/9/2024,3028,2039
6760,Phone,In-Progress,Yes,Call,N/A,3304,1168
9105,Chat,Pending,Yes,Call,10/12/2024,9159,8208
9584,In-Person,Escalated,Yes,Web Chat,11/1/2024,5242,5895
4934,In-Person,Escalated,No,In-Person,N/A,8059,2052
7069,Chat,Escalated,No,In-Person,11/3/2024,6880,6545
4985,Email,Escalated,No,Web Chat,N/A,3989,7941
8945,In-Person,Pending,Yes,Email,11/5/2024,4692,1579
6727,Chat,Pending,No,In-Person,10/25/2024,5014,9391
6506,In-Person,Resolved,Yes,Email,11/6/2024,5200,5142
4713,Email,Escalated,Yes,Web Chat,10/9/2024,7806,8323
5001,Phone,In-Progress,Yes,Email,10/13/2024,6358,1897
3045,Chat,Pending,Yes,Call,N/A,6342,8879
7194,Phone,Escalated,No,Web Chat,10/24/2024,4980,3164
5344,Phone,In-Progress,Yes,Web Chat,10/12/2024,7549,8855
6689,Phone,Resolved,No,Email,10/20/2024,3378,9781
5689,Email,Pending,Yes,In-Person,11/5/2024,5990,9049
4916,Phone,Resolved,No,Email,N/A,5769,1731
6756,Phone,In-Progress,No,Call,11/7/2024,6982,7240
2543,Email,Escalated,Yes,Call,11/5/2024,8350,3285
2704,Email,In-Progress,Yes,In-Person,10/24/2024,9817,9044
7997,Phone,Escalated,Yes,Call,10/20/2024,3750,7789
3343,Chat,Resolved,Yes,Email,10/13/2024,4218,5478
8193,Phone,Resolved,Yes,In-Person,11/7/2024,3179,8148
6751,In-Person,Pending,Yes,Web Chat,N/A,4243,8405
7108,Phone,Resolved,Yes,Email,N/A,8624,4068
8003,In-Person,Escalated,Yes,Call,10/14/2024,8412,6112
2989,Email,Resolved,No,Call,11/4/2024,6211,9951
2283,Chat,In-Progress,Yes,Web Chat,N/A,8131,2444
8315,In-Person,Pending,No,Email,N/A,4238,9909
4614,Email,Resolved,No,Web Chat,N/A,4281,9463
3060,In-Person,Escalated,Yes,In-Person,N/A,3595,1828
5389,Email,In-Progress,Yes,Call,N/A,6507,1286
6554,Phone,Escalated,Yes,Email,N/A,5872,3329
3248,In-Person,Pending,No,Web Chat,N/A,7257,4202
8295,In-Person,Pending,No,Web Chat,N/A,9856,6889
7762,Chat,In-Progress,Yes,Email,11/6/2024,6947,8430
8866,Phone,Pending,No,Web Chat,10/9/2024,4797,9092
9167,Phone,Pending,Yes,Call,10/28/2024,5803,2301
3340,Chat,Escalated,No,Web Chat,10/29/2024,6665,3696
9558,Phone,In-Progress,Yes,Web Chat,N/A,5051,3318
6610,Email,Pending,No,Call,N/A,5940,7110
5739,Chat,In-Progress,Yes,Email,11/4/2024,9839,5339
6086,Chat,Pending,Yes,Call,10/21/2024,7595,8539
4802,Phone,Escalated,Yes,Call,10/15/2024,3121,8123
8128,Phone,In-Progress,No,Web Chat,N/A,7244,8715
4279,Email,In-Progress,Yes,In-Person,10/29/2024,6395,8995
6410,Phone,Resolved,Yes,Email,N/A,6033,2354
2148,Email,Escalated,No,Call,N/A,4154,5644
5425,Email,Resolved,Yes,Email,10/17/2024,4678,3241
5632,Email,Resolved,Yes,Web Chat,N/A,7777,9792
2118,Chat,In-Progress,No,Web Chat,N/A,8992,2421
4228,Phone,Escalated,No,Call,N/A,8765,1438
6454,Phone,Pending,Yes,Email,N/A,7933,7717
5031,In-Person,Pending,Yes,Call,N/A,8680,6929
7157,Phone,Pending,Yes,In-Person,N/A,6029,4108
2725,Email,Pending,No,Email,N/A,9138,7569
4894,In-Person,In-Progress,Yes,Call,N/A,9435,2868
7315,Chat,In-Progress,No,Call,10/29/2024,4290,2784
8437,In-Person,In-Progress,Yes,Web Chat,N/A,5979,9132
6713,Phone,Escalated,No,In-Person,N/A,5852,2466
3616,Email,In-Progress,Yes,Web Chat,11/2/2024,6998,9120
5065,In-Person,Resolved,Yes,Call,N/A,6402,1252
8908,Chat,Pending,Yes,Email,10/12/2024,7670,8860
2960,Email,Pending,Yes,Email,N/A,7892,9941
8143,Phone,Pending,Yes,Email,N/A,6342,3426
6343,Chat,In-Progress,No,Email,10/16/2024,4965,6119
9875,Phone,Pending,Yes,Email,N/A,5834,4630
8297,In-Person,Pending,Yes,Web Chat,10/12/2024,7433,6548
7404,Email,In-Progress,Yes,Web Chat,N/A,9791,6296
7556,Phone,Resolved,Yes,Web Chat,10/14/2024,8468,9431
9556,In-Person,Resolved,Yes,In-Person,N/A,4270,4068
5067,Phone,Escalated,Yes,Call,10/21/2024,4814,9368
4818,Chat,Pending,No,Call,11/2/2024,7656,8682
8472,Phone,Escalated,Yes,Email,N/A,7757,1295
2406,Chat,In-Progress,No,Email,N/A,4790,1303
8424,Phone,Resolved,No,Email,N/A,7962,1618
4603,In-Person,Resolved,Yes,Web Chat,N/A,9407,6629
6355,Chat,Resolved,No,Email,11/3/2024,6582,8261
5481,In-Person,Resolved,Yes,Web Chat,10/23/2024,4624,6066
8470,Email,Escalated,Yes,Email,10/21/2024,4885,3426
4880,Phone,Resolved,No,Web Chat,N/A,5237,6459
4042,Phone,In-Progress,Yes,Web Chat,N/A,7750,8684
5379,Chat,In-Progress,No,Call,N/A,9742,8654
2291,In-Person,In-Progress,Yes,In-Person,10/19/2024,4476,8569
6094,Phone,In-Progress,Yes,Web Chat,N/A,7696,1432
6491,In-Person,Pending,Yes,Call,10/11/2024,9286,3483
8344,In-Person,Escalated,Yes,Call,N/A,7984,2703
6207,Chat,Resolved,Yes,Web Chat,N/A,3825,8519
3839,Email,In-Progress,Yes,Web Chat,N/A,4230,9552
7185,Email,Pending,No,Email,11/3/2024,8017,7373
6632,In-Person,In-Progress,No,Call,10/22/2024,4300,2378
6255,Email,Escalated,No,In-Person,10/28/2024,6220,4089
5961,Phone,Resolved,Yes,Call,11/2/2024,7867,3842
9246,In-Person,Escalated,Yes,Web Chat,N/A,8502,8316
7241,Chat,Resolved,Yes,In-Person,N/A,3155,2537
9624,In-Person,Escalated,Yes,Web Chat,N/A,7662,2536
3031,Chat,Resolved,Yes,Call,10/23/2024,4542,3678
6951,Email,Pending,No,Email,11/3/2024,8445,2716
7187,Email,Pending,Yes,Call,10/9/2024,5663,3064
9653,Phone,Escalated,No,Email,10/30/2024,3267,1453
3947,Phone,Pending,Yes,In-Person,N/A,7689,9664
6335,In-Person,Escalated,Yes,Call,N/A,4727,7806
6961,Email,In-Progress,Yes,Web Chat,N/A,5740,5611
8134,Phone,Escalated,No,Email,10/31/2024,5219,7600
5943,In-Person,Pending,Yes,Email,N/A,6200,5703
4697,Email,In-Progress,Yes,In-Person,10/24/2024,8135,5193
4377,Phone,In-Progress,Yes,Email,11/7/2024,5750,3977
6247,In-Person,Resolved,Yes,In-Person,N/A,9293,2886
2151,Phone,In-Progress,Yes,Email,N/A,4931,7403
5433,Email,Pending,Yes,Web Chat,11/6/2024,5836,4564
8724,Chat,In-Progress,Yes,In-Person,N/A,5929,8242
8671,Email,Resolved,No,Web Chat,10/16/2024,4114,6751
7495,In-Person,Pending,Yes,Web Chat,N/A,6747,4749
2513,Phone,Resolved,Yes,In-Person,11/1/2024,8357,3212
9225,Email,In-Progress,Yes,In-Person,10/10/2024,6144,6910
8044,Phone,In-Progress,No,Web Chat,10/12/2024,7683,8601
6821,Phone,Pending,Yes,In-Person,N/A,8724,7949
9545,Email,In-Progress,No,Web Chat,N/A,3905,5399
6305,In-Person,Pending,Yes,Call,10/31/2024,3147,9912
8923,Email,Resolved,Yes,Web Chat,10/13/2024,5641,8662
3233,Phone,Escalated,Yes,In-Person,N/A,3198,8897
9417,Phone,Escalated,Yes,Web Chat,N/A,6811,7804
2092,Email,Pending,Yes,Web Chat,10/12/2024,5575,4358
4803,Email,Resolved,Yes,In-Person,10/11/2024,9066,9557
3853,Phone,In-Progress,No,Call,10/27/2024,4281,4071
7789,Email,Pending,No,In-Person,N/A,5223,9408
5321,Email,In-Progress,No,In-Person,10/31/2024,5630,4798
7876,Chat,Pending,Yes,Web Chat,N/A,6355,5716
2975,Chat,Resolved,No,Web Chat,10/14/2024,6782,3191
6253,Phone,Resolved,Yes,Web Chat,10/17/2024,7167,4438
8785,Email,Resolved,No,Email,N/A,9630,2708
3334,Phone,Pending,No,Web Chat,11/4/2024,8422,2325
6631,Email,In-Progress,No,Call,10/27/2024,4142,4971
4964,Email,In-Progress,No,Email,10/21/2024,7635,6697
2688,Chat,In-Progress,No,In-Person,10/13/2024,8228,9127
7287,In-Person,Resolved,No,Email,N/A,3471,3236
3447,Phone,Pending,Yes,Web Chat,N/A,9819,1913
7265,Chat,Pending,Yes,Email,N/A,7168,3425
3826,Phone,Pending,No,In-Person,10/24/2024,3099,5837
2760,Phone,Escalated,No,Web Chat,N/A,8491,6978
9038,Chat,Resolved,No,Email,N/A,6097,3808
6682,In-Person,Escalated,No,Call,10/9/2024,5011,3274
6648,Phone,Pending,No,In-Person,10/12/2024,5751,6555
2118,Email,Resolved,No,In-Person,N/A,4402,5924
9739,In-Person,Pending,Yes,Call,N/A,3940,2989
6626,Email,Pending,Yes,Web Chat,10/15/2024,3186,5167
4417,Chat,In-Progress,No,Email,10/26/2024,8182,4624
4559,Chat,Escalated,No,Web Chat,10/21/2024,8974,8137
7287,Email,Resolved,Yes,In-Person,N/A,9406,1172
2289,In-Person,Escalated,Yes,Email,N/A,6694,3127
7562,Chat,Resolved,No,Email,10/11/2024,9172,8164
3934,Chat,In-Progress,No,Web Chat,N/A,5036,8565
5711,Email,Pending,Yes,Call,10/25/2024,5012,4918
2355,Email,Pending,Yes,Email,10/27/2024,8140,7384
4372,Phone,Pending,Yes,In-Person,N/A,9647,6599
6724,Phone,In-Progress,Yes,Call,10/23/2024,8966,5344
2008,Phone,Escalated,No,Web Chat,N/A,9109,9080
3839,Email,In-Progress,Yes,Web Chat,10/24/2024,7613,2803
5942,Phone,In-Progress,No,In-Person,N/A,4498,9317
2903,In-Person,In-Progress,Yes,Email,N/A,4161,3933
2413,Chat,Pending,Yes,Email,10/25/2024,8682,7322
6515,Email,In-Progress,Yes,Web Chat,10/13/2024,9505,6178
3024,In-Person,Resolved,Yes,Email,10/26/2024,5027,3850
5924,Phone,Pending,Yes,Email,N/A,9645,9022
2873,Phone,Resolved,No,Web Chat,N/A,3922,9957
6118,Email,Resolved,Yes,Email,10/26/2024,8539,1243
6377,In-Person,Escalated,Yes,In-Person,N/A,5771,1452
4601,Email,Resolved,Yes,Web Chat,N/A,9696,1692
3332,Phone,In-Progress,Yes,Web Chat,N/A,8026,9848
6050,Phone,Escalated,No,In-Person,11/4/2024,3222,2895
7304,In-Person,In-Progress,No,Web Chat,N/A,4255,3955
2602,Phone,In-Progress,No,Call,10/22/2024,3212,3851
3791,Email,Escalated,Yes,In-Person,10/28/2024,5742,9245
3597,In-Person,In-Progress,Yes,Web Chat,10/19/2024,3547,4821
2809,In-Person,Escalated,No,Call,11/7/2024,5380,1858
9871,Chat,Pending,No,Email,11/2/2024,9441,3455
8327,Email,Escalated,Yes,Email,11/1/2024,5964,7734
2654,In-Person,Resolved,No,In-Person,N/A,3480,2215
6062,Chat,Pending,Yes,Email,10/29/2024,5731,9626
4303,Phone,In-Progress,No,In-Person,N/A,8318,3050
7969,In-Person,In-Progress,No,Email,10/16/2024,8067,1558
7269,Email,Pending,Yes,Call,10/14/2024,8739,3984
6963,Chat,Resolved,Yes,Web Chat,10/21/2024,5347,9913
5998,Chat,Escalated,No,In-Person,11/4/2024,3653,8767
9330,In-Person,Pending,No,In-Person,10/18/2024,5730,7179
7102,In-Person,Pending,No,Call,N/A,8013,2230
3392,In-Person,Pending,No,Call,10/15/2024,7753,4981
8982,Phone,Escalated,No,Web Chat,11/2/2024,7141,4419
5338,Phone,In-Progress,No,Web Chat,N/A,8216,8748
2229,In-Person,Escalated,Yes,Email,N/A,6398,1862
6892,Chat,In-Progress,Yes,Email,10/12/2024,3988,5721
4111,In-Person,Resolved,No,Web Chat,11/7/2024,8408,6989
7614,Phone,Resolved,Yes,In-Person,N/A,3152,3944
5489,Chat,Pending,No,Email,10/24/2024,3732,9969
3845,Phone,Escalated,Yes,Email,10/9/2024,8124,6158
9033,In-Person,Escalated,Yes,Call,N/A,4356,3426
9638,In-Person,In-Progress,No,In-Person,N/A,6195,1648
2351,Chat,Resolved,No,Web Chat,10/30/2024,3545,5210
2341,Chat,Pending,No,Call,N/A,7015,7224
7743,Email,Pending,No,Email,N/A,6981,2567
2207,Email,Resolved,No,Call,10/30/2024,5131,5480
7154,In-Person,In-Progress,No,Call,10/23/2024,9498,9971
6204,Chat,Pending,Yes,Email,10/24/2024,7143,1452
6324,Email,In-Progress,No,In-Person,10/9/2024,3885,4982
7830,Phone,Resolved,No,Call,N/A,6941,9029
6088,In-Person,In-Progress,Yes,Web Chat,10/19/2024,6506,6593
2887,Phone,Escalated,No,Call,N/A,5797,6515
8947,Phone,Escalated,No,In-Person,10/21/2024,7462,7089
6046,Email,Escalated,Yes,Web Chat,10/11/2024,4944,1996
3141,Email,Escalated,Yes,Call,N/A,9148,5764
2932,Chat,Escalated,Yes,Email,10/28/2024,8027,2385
5400,Phone,Resolved,Yes,Call,N/A,3307,4808
5283,Email,Escalated,Yes,In-Person,11/6/2024,4722,5763
7642,Phone,Escalated,Yes,Email,10/20/2024,5169,5057
5805,Phone,Resolved,No,In-Person,N/A,4522,7769
8444,Chat,Pending,Yes,Web Chat,10/19/2024,9965,2832
3639,Phone,Resolved,Yes,Web Chat,N/A,4876,2686
9060,Chat,In-Progress,No,Email,10/15/2024,3155,1382
9800,Phone,Pending,Yes,In-Person,10/18/2024,9386,1994
4540,Email,Pending,No,Call,N/A,5417,6332
6842,Email,Escalated,Yes,In-Person,N/A,9118,7702
7294,In-Person,In-Progress,No,Call,N/A,8419,1733
7010,Phone,In-Progress,No,In-Person,N/A,9206,3160
2110,Email,Pending,No,Call,10/14/2024,9635,3268
9258,Chat,Resolved,No,Web Chat,10/12/2024,5056,7921
9536,In-Person,Escalated,No,Call,10/20/2024,6045,1262
2237,In-Person,Pending,No,Web Chat,10/10/2024,8939,7533
5884,In-Person,In-Progress,No,Call,N/A,9686,1495
8133,Phone,Escalated,No,Email,10/14/2024,6000,8559
5754,Chat,In-Progress,Yes,Email,10/9/2024,8236,1286
2853,Chat,Escalated,Yes,Call,11/1/2024,5682,6682
9696,In-Person,Resolved,No,Web Chat,N/A,6389,9385
8314,Email,Resolved,No,Email,11/7/2024,3336,4113
9242,Phone,Escalated,Yes,In-Person,10/17/2024,8396,3460
7819,Chat,Pending,No,Web Chat,11/6/2024,8931,1830
9539,Phone,In-Progress,No,Web Chat,N/A,3961,5734
8082,Chat,In-Progress,No,In-Person,11/3/2024,5639,8669
6146,Chat,Resolved,Yes,Web Chat,N/A,3045,3920
7576,In-Person,Pending,Yes,Email,10/19/2024,7228,2471
2997,Email,Escalated,No,Web Chat,N/A,7104,4475
9768,Phone,Escalated,No,Email,10/22/2024,5125,5582
8792,Email,Pending,Yes,Web Chat,N/A,5217,1178
9046,In-Person,In-Progress,No,Email,N/A,8668,3573
7483,Chat,Escalated,Yes,Call,N/A,8579,2955
2999,Email,Escalated,Yes,Email,N/A,6821,8524
3241,Email,Escalated,No,Call,10/19/2024,7119,6706
4953,In-Person,Escalated,Yes,In-Person,N/A,8937,7498
3413,Phone,In-Progress,No,Call,N/A,8098,7499
3411,Phone,Pending,Yes,Email,11/4/2024,8437,2846
7588,In-Person,Resolved,No,Email,10/21/2024,5497,3156
3198,Email,In-Progress,Yes,In-Person,N/A,4963,4049
4940,In-Person,Resolved,Yes,Call,N/A,5326,7584
7323,Phone,Escalated,Yes,Call,10/12/2024,8834,3176
8786,Email,Resolved,Yes,Call,10/27/2024,9511,2802
5774,Chat,Escalated,Yes,Web Chat,10/26/2024,6155,2754
3648,Phone,Resolved,Yes,Web Chat,10/26/2024,6074,9990
8385,Email,Resolved,Yes,Email,N/A,6473,6088
4079,Chat,Escalated,No,In-Person,N/A,3172,1896
2048,Email,Escalated,Yes,Email,N/A,5451,3070
4924,Email,In-Progress,No,Email,10/13/2024,6670,4034
5662,In-Person,Pending,Yes,Call,N/A,3572,6735
6336,Phone,Escalated,Yes,Web Chat,N/A,7697,1032
9794,In-Person,Resolved,No,In-Person,N/A,6224,4122
3834,Chat,Resolved,Yes,Call,10/16/2024,7516,8867
4163,Email,In-Progress,Yes,Email,N/A,3494,1010
5093,Phone,Pending,No,Email,N/A,9205,6972
6209,In-Person,Escalated,Yes,Email,10/15/2024,5995,6674
5116,In-Person,In-Progress,No,In-Person,11/3/2024,4114,4195
6745,Phone,In-Progress,Yes,Call,N/A,4915,8574
7799,Phone,Escalated,Yes,Call,N/A,9135,6004
5412,Chat,Resolved,Yes,Email,11/2/2024,5679,6692
6443,Email,Resolved,No,In-Person,10/14/2024,5131,4415
3200,In-Person,Pending,No,In-Person,11/3/2024,4681,3422
3680,In-Person,Resolved,Yes,In-Person,N/A,5094,9744
6744,Phone,Resolved,Yes,Web Chat,10/11/2024,4087,1128
4734,In-Person,In-Progress,No,Web Chat,N/A,3277,5185
3147,In-Person,Pending,No,Web Chat,10/19/2024,3322,8433
9255,Chat,Escalated,Yes,Call,N/A,3429,7236
9110,Phone,In-Progress,No,Call,N/A,8392,9291
8799,In-Person,Escalated,No,Web Chat,N/A,5211,4244
4357,Chat,Pending,Yes,Email,10/15/2024,8127,8244
5388,In-Person,Pending,No,Call,N/A,7722,6599
9701,Chat,In-Progress,No,Web Chat,10/14/2024,3134,8286
2049,Chat,Pending,No,In-Person,11/6/2024,7943,6949
2898,In-Person,Resolved,No,Web Chat,10/31/2024,8320,7919
7707,Email,Resolved,Yes,In-Person,N/A,9136,4721
9537,Chat,In-Progress,No,Web Chat,N/A,7832,3801
6749,Phone,Escalated,Yes,In-Person,10/19/2024,7001,1767
8014,Chat,Pending,No,Email,11/7/2024,9377,3256
3624,Phone,Resolved,Yes,Email,N/A,4407,1782
3896,Chat,In-Progress,No,Call,N/A,3979,3077
6470,Email,Pending,No,Email,11/7/2024,9297,6075
8542,Chat,Resolved,Yes,In-Person,N/A,6194,6578
3144,In-Person,Escalated,Yes,Web Chat,N/A,5836,3100
8960,In-Person,In-Progress,Yes,Email,N/A,4486,3263
9322,Email,In-Progress,Yes,In-Person,N/A,8258,8520
7123,Phone,Resolved,Yes,Email,N/A,7656,9598
8099,Chat,Escalated,No,Email,11/2/2024,6290,2255
8395,Chat,In-Progress,No,In-Person,11/2/2024,3559,6181
7950,Chat,Pending,Yes,Email,10/11/2024,5358,7304
7294,Chat,In-Progress,Yes,In-Person,10/23/2024,7133,9847
6342,Chat,In-Progress,No,Call,N/A,9304,4196
7660,Chat,In-Progress,No,In-Person,10/27/2024,5135,7869
4129,Phone,In-Progress,Yes,In-Person,11/5/2024,7629,4551
9490,Email,Pending,Yes,Email,N/A,4338,1347
4782,Phone,In-Progress,No,In-Person,11/5/2024,8392,7887
4317,Email,Resolved,Yes,Web Chat,N/A,7128,2632
2176,In-Person,In-Progress,No,Call,N/A,3718,5492
7344,Chat,Pending,Yes,Email,10/17/2024,8429,2629
6954,Email,Pending,No,Web Chat,N/A,7360,7200
5047,Phone,Escalated,No,Email,N/A,9168,6846
3083,Chat,Escalated,Yes,Call,N/A,3581,1548
7753,Email,Escalated,Yes,Email,10/20/2024,3659,2844
2256,Chat,Escalated,Yes,Web Chat,10/11/2024,9043,5071
4059,In-Person,Pending,No,Web Chat,11/4/2024,4358,6248
8531,In-Person,Resolved,No,In-Person,10/14/2024,7352,4573
3483,Chat,Resolved,Yes,Email,N/A,9646,1550
4346,Email,Resolved,No,Email,N/A,4507,8222
3896,Chat,Resolved,Yes,In-Person,N/A,9440,4496
2579,In-Person,Pending,No,Call,N/A,5047,6701
8173,Chat,In-Progress,No,Web Chat,11/6/2024,8568,4607
3758,Chat,In-Progress,No,In-Person,N/A,3167,7998
9609,Chat,Pending,No,In-Person,N/A,6448,8762
4771,In-Person,Resolved,Yes,Web Chat,10/19/2024,4993,6775
3212,In-Person,In-Progress,No,Web Chat,10/16/2024,5480,3032
2610,In-Person,In-Progress,No,Email,N/A,9906,5976
5660,Phone,Escalated,Yes,Web Chat,11/6/2024,6893,6353
9837,Email,In-Progress,No,Call,10/23/2024,8091,2404
7686,Phone,Resolved,Yes,Email,N/A,7859,4244
6305,In-Person,In-Progress,Yes,In-Person,N/A,5479,2148
8026,Phone,Escalated,Yes,In-Person,N/A,9852,9601
3910,Email,Pending,Yes,Web Chat,10/14/2024,5172,9793
4211,Email,Escalated,Yes,Call,10/11/2024,8009,1014
8498,In-Person,Escalated,No,In-Person,10/30/2024,8238,6952
2195,Email,In-Progress,No,Call,10/13/2024,5789,3105
2315,In-Person,Escalated,Yes,In-Person,N/A,6729,6813
8364,Chat,In-Progress,Yes,Email,10/19/2024,7400,5584
8355,In-Person,Escalated,No,In-Person,N/A,9204,4471
8551,In-Person,Escalated,No,Email,N/A,4003,9572
5803,Phone,Pending,No,Call,N/A,5591,6830
5908,Email,Resolved,No,In-Person,10/23/2024,5561,2921
4000,Phone,Escalated,Yes,In-Person,N/A,6730,7371
2533,In-Person,Pending,No,Web Chat,10/23/2024,7263,6454
6877,Chat,Pending,Yes,Web Chat,11/4/2024,7547,2417
9086,Phone,In-Progress,No,Call,10/11/2024,7605,3557
9348,In-Person,Resolved,No,Email,10/17/2024,8298,6689
7878,Chat,Escalated,No,Web Chat,11/2/2024,6783,4037
9773,Email,In-Progress,No,Call,N/A,3205,4625
8471,Email,Resolved,No,Call,10/27/2024,3560,3805
5858,In-Person,Escalated,Yes,In-Person,N/A,5252,4707
9284,In-Person,In-Progress,No,Web Chat,N/A,5244,7737
2117,Email,Pending,No,In-Person,N/A,9381,1240
2200,Email,Escalated,No,Web Chat,N/A,9670,3499
9133,Phone,Pending,Yes,Email,N/A,6693,5061
2128,In-Person,In-Progress,No,Web Chat,10/26/2024,6982,2267
5953,Phone,Escalated,No,Web Chat,N/A,8256,8120
9357,Chat,Pending,Yes,Web Chat,10/20/2024,7284,8389
6766,Phone,Pending,No,Email,11/7/2024,5032,1571
4835,In-Person,Escalated,Yes,Web Chat,N/A,6096,3278
2286,Chat,In-Progress,No,Email,10/29/2024,3416,3810
2798,Phone,Escalated,Yes,Web Chat,N/A,6604,1438
4063,In-Person,Resolved,Yes,Call,N/A,7644,6522
8584,Email,Escalated,Yes,Email,10/11/2024,6271,9503
5271,In-Person,In-Progress,Yes,Web Chat,10/24/2024,6777,4075
5704,In-Person,Pending,Yes,Email,10/13/2024,5027,7627
3833,Phone,Escalated,No,In-Person,10/29/2024,5878,1571
7255,Phone,In-Progress,Yes,Web Chat,N/A,9941,3830
6590,Email,Pending,No,Call,N/A,7200,4174
3902,Chat,Resolved,No,Web Chat,N/A,4959,9638
5996,Email,In-Progress,No,Call,N/A,8437,8540
7210,Email,Resolved,No,Call,10/31/2024,4452,1300
9706,Email,Resolved,Yes,Call,10/15/2024,4321,2180
4341,Email,In-Progress,No,Email,N/A,8347,9429
5003,Phone,Resolved,Yes,Email,10/17/2024,7700,3917
9074,In-Person,Escalated,Yes,Web Chat,11/6/2024,4513,4214
8705,Chat,In-Progress,Yes,In-Person,10/16/2024,3371,3635
7754,Chat,In-Progress,Yes,Call,10/28/2024,3260,8213
2345,Phone,Resolved,Yes,Call,10/11/2024,3766,2694
4763,Chat,In-Progress,Yes,Web Chat,N/A,9623,7760
8983,Chat,Escalated,No,Call,10/26/2024,3915,1853
2425,Email,Escalated,Yes,Web Chat,10/23/2024,8024,5330
9047,In-Person,Escalated,No,Web Chat,10/20/2024,7382,3463
5308,Chat,Resolved,No,In-Person,10/20/2024,7183,9347
7141,Phone,Resolved,Yes,Web Chat,N/A,8087,5949
5668,Email,Escalated,No,Web Chat,N/A,9801,5040
5886,Email,Escalated,Yes,Call,10/17/2024,3166,8016
8804,Phone,Escalated,Yes,Web Chat,N/A,9944,2790
7901,Email,Pending,Yes,In-Person,10/31/2024,3736,1642
2905,Email,Escalated,No,Email,N/A,8310,2395
